#Selection name: Selection 2
#Area (µm^2): 6937406.86
Cell ID,Cluster,Transcripts,Area (µm^2)
ocbnncdp-1,Cluster 7,0,7.02
obnbdmmm-1,Cluster 7,0,31.93
obnbmjim-1,Cluster 7,0,69.55
obnlofao-1,Cluster 7,0,12.87
obnkeopi-1,Cluster 5,0,17.44
obnldhem-1,Cluster 14,0,34.29
obnldffg-1,Cluster 13,0,40.09
obnkhdab-1,Cluster 7,0,44.88
obnkjjmm-1,Cluster 5,0,12.46
obnkhaja-1,Cluster 9,0,20.50
obnklnfc-1,Unassigned,0,5.77
obnkokdd-1,Cluster 4,0,39.06
obnklcda-1,Unassigned,0,11.25
obnpfgfp-1,Cluster 9,0,10.84
oboaclcd-1,Cluster 14,0,14.55
obnpieoo-1,Cluster 8,0,15.95
ocbknapm-1,Cluster 3,0,9.21
obnebahg-1,Cluster 29,0,4.62
obnelpin-1,Cluster 7,0,11.56
obncljlg-1,Cluster 8,0,25.15
obnenkgb-1,Cluster 2,0,21.93
obnfcmko-1,Cluster 7,0,11.13
obnedomo-1,Cluster 21,0,7.01
obnekbga-1,Cluster 2,0,17.00
obnedjob-1,Cluster 4,0,19.38
obndgcik-1,Cluster 13,0,40.01
obncllpb-1,Cluster 13,0,20.85
obnkplnl-1,Unassigned,0,15.24
obnlffdi-1,Cluster 12,0,18.97
obnkhnhl-1,Cluster 6,0,40.78
obnooljo-1,Cluster 7,0,66.31
oboadlja-1,Cluster 7,0,36.14
obobaagi-1,Cluster 7,0,19.20
obnocahh-1,Cluster 7,0,68.04
obochioj-1,Cluster 27,0,18.04
obnpcagm-1,Cluster 7,0,38.04
oboamcii-1,Cluster 7,0,11.26
obnpefpg-1,Cluster 27,0,9.90
oboclbah-1,Cluster 5,0,46.99
obnpdhhl-1,Cluster 7,0,41.63
obocllmg-1,Cluster 2,0,11.04
obnpmomj-1,Cluster 5,0,25.18
obnmkofi-1,Cluster 17,0,11.92
obnncokk-1,Cluster 10,0,8.09
obnnehib-1,Cluster 7,0,45.17
obnnjkno-1,Cluster 7,0,16.25
obnnpdbm-1,Cluster 8,0,3.93
obnlkfoe-1,Cluster 8,0,29.70
obnnpgnc-1,Cluster 7,0,18.65
obnmabpl-1,Cluster 1,0,5.64
obnobnpd-1,Cluster 7,0,68.34
obnpbpmm-1,Cluster 7,0,45.05
obnopckk-1,Cluster 7,0,22.14
obncldfb-1,Cluster 7,0,6.55
oamhiaoa-1,Unassigned,0,4.85
oamichfp-1,Cluster 5,0,47.37
oamhdjmn-1,Cluster 8,0,41.90
obnfihgk-1,Cluster 7,0,23.84
obngbgll-1,Cluster 8,0,13.79
obncijfl-1,Cluster 2,0,55.97
obngfmng-1,Unassigned,0,11.40
obngegmg-1,Cluster 7,0,39.11
obneopjh-1,Cluster 4,0,41.96
obnfebkg-1,Unassigned,0,12.42
obnfbhkf-1,Cluster 7,0,68.94
obnckcad-1,Cluster 2,0,9.07
obnegfbh-1,Cluster 32,0,19.60
oamkjbbi-1,Cluster 7,0,27.50
oamijjcm-1,Unassigned,0,18.13
oamhdelj-1,Cluster 7,0,52.21
oamheigf-1,Cluster 9,0,23.99
oamimgln-1,Cluster 4,0,22.86
oamildjd-1,Cluster 16,0,10.30
oamhmchi-1,Cluster 4,0,22.89
oamieaib-1,Cluster 8,0,20.99
oamhdopl-1,Cluster 7,0,13.08
oamhdnpd-1,Cluster 5,0,12.21
oamiccnl-1,Cluster 8,0,6.22
obnieelh-1,Cluster 7,0,28.28
obnhpbki-1,Cluster 7,0,8.76
obnimgib-1,Cluster 7,0,42.64
obnbdbld-1,Cluster 7,0,42.97
obnioejg-1,Cluster 7,0,13.96
obnimdij-1,Cluster 7,0,16.61
obnifjha-1,Cluster 7,0,40.41
obngnejo-1,Cluster 7,0,35.88
obniglab-1,Cluster 5,0,24.34
obnbffeg-1,Cluster 7,0,51.91
obnapchd-1,Cluster 7,0,70.09
obncihio-1,Cluster 7,0,49.53
obnapgec-1,Cluster 7,0,41.70
oammkomh-1,Cluster 7,0,6.38
oamnhomc-1,Cluster 13,0,19.68
oamgojbk-1,Cluster 11,0,46.60
oamhhehc-1,Cluster 9,0,35.55
oamhhbja-1,Cluster 4,0,45.64
oamgnkkb-1,Cluster 8,0,9.99
oamhhmad-1,Cluster 11,0,32.05
oamhhbkk-1,Unassigned,0,13.49
oamgnlja-1,Cluster 12,0,20.34
obnieajc-1,Cluster 7,0,60.07
obnhdmoi-1,Cluster 2,0,40.31
obogohnl-1,Cluster 7,0,51.75
obogbenb-1,Cluster 7,0,26.50
obnccllo-1,Cluster 7,0,23.92
obncgjgl-1,Cluster 7,0,41.80
obnbmmah-1,Cluster 16,0,4.71
obnbhpfh-1,Cluster 7,0,32.84
obnbkfco-1,Cluster 8,0,13.21
obncancd-1,Cluster 7,0,25.98
obnboeoa-1,Cluster 6,0,11.28
obnakclc-1,Cluster 6,0,8.07
obnacapb-1,Unassigned,0,10.44
oboicoab-1,Cluster 7,0,33.41
obnalhoi-1,Cluster 7,0,42.86
obmplocp-1,Cluster 7,0,22.91
obnafomn-1,Unassigned,0,9.58
obnipcmc-1,Cluster 7,0,24.53
obnhjghc-1,Cluster 7,0,6.08
obogaalo-1,Cluster 7,0,19.75
obnghmbd-1,Cluster 7,0,58.15
obogbeli-1,Cluster 7,0,24.51
obognhkj-1,Cluster 7,0,29.77
obngmiob-1,Cluster 7,0,36.83
obnbggol-1,Cluster 7,0,46.03
obnceeel-1,Cluster 7,0,31.98
obncdfil-1,Cluster 7,0,49.50
obnbdjal-1,Cluster 7,0,41.26
obojamkc-1,Cluster 7,0,24.03
obokhbbm-1,Cluster 10,0,18.66
obokcfag-1,Cluster 7,0,46.51
oboilpbb-1,Cluster 7,0,54.88
obohmejh-1,Cluster 4,0,27.18
obojhpbh-1,Cluster 7,0,25.46
obojfbba-1,Cluster 7,0,16.01
oboickip-1,Cluster 4,0,25.58
obojgjaf-1,Cluster 7,0,12.06
oboifmej-1,Cluster 17,0,10.03
obojfipg-1,Cluster 7,0,62.09
oboiaeoa-1,Cluster 13,0,29.86
obocfinl-1,Cluster 1,0,40.40
obolfoak-1,Cluster 7,0,27.83
obofadob-1,Cluster 7,0,17.82
obogcbff-1,Cluster 7,0,44.16
obofgbjn-1,Cluster 7,0,46.21
obofeiem-1,Cluster 7,0,25.93
obolfgla-1,Cluster 4,0,31.20
obofficg-1,Cluster 7,0,43.51
obolidco-1,Cluster 9,0,31.17
oboihefh-1,Cluster 3,0,9.99
obojbhnf-1,Cluster 3,0,12.15
obojocag-1,Cluster 10,0,23.43
obohijol-1,Cluster 7,0,51.14
obogecin-1,Cluster 7,0,28.37
obohgnmc-1,Cluster 7,0,36.57
obogeohf-1,Cluster 17,0,9.03
oboghlim-1,Cluster 7,0,15.24
obogfbbh-1,Cluster 9,0,14.21
obohfoef-1,Cluster 7,0,51.15
obogfcmg-1,Cluster 8,0,16.41
obohjfia-1,Cluster 7,0,25.98
obohdjlm-1,Cluster 7,0,18.14
obohdmfk-1,Cluster 7,0,6.64
obohkbge-1,Cluster 7,0,39.16
obogmcon-1,Cluster 7,0,40.45
obohipoi-1,Cluster 7,0,48.68
oamgpjbo-1,Cluster 12,0,43.07
oamgdolg-1,Unassigned,0,7.73
oamgbdao-1,Cluster 16,0,13.95
oamfhnic-1,Cluster 7,0,11.15
oamfdcep-1,Cluster 7,0,19.78
oamemoih-1,Cluster 7,0,42.47
oamffbnm-1,Cluster 10,0,4.34
oamgjmng-1,Cluster 1,0,32.21
oamfafci-1,Cluster 7,0,25.87
oameodce-1,Cluster 7,0,14.33
oamfclod-1,Cluster 10,0,10.96
oamfcijc-1,Cluster 7,0,7.47
obomkkdn-1,Cluster 7,0,70.09
obolpkil-1,Cluster 7,0,10.76
obombiik-1,Cluster 7,0,11.69
obomimjp-1,Cluster 7,0,16.33
obomakfg-1,Cluster 7,0,43.77
obomldoo-1,Cluster 7,0,60.98
obolpmfl-1,Cluster 7,0,22.81
obomdhbn-1,Cluster 10,0,17.29
oboljddd-1,Cluster 7,0,44.17
oboljjjj-1,Cluster 7,0,21.44
obollahh-1,Cluster 7,0,46.53
obohffkg-1,Cluster 1,0,4.96
oamgggmk-1,Cluster 7,0,9.42
oamgeila-1,Cluster 7,0,69.81
oamcggdc-1,Cluster 7,0,57.66
oamfojcn-1,Cluster 21,0,5.73
oamgemnn-1,Cluster 7,0,46.14
oampaifh-1,Cluster 7,0,29.27
oamgjjph-1,Cluster 7,0,39.25
oamehkme-1,Cluster 7,0,59.17
oamehpib-1,Cluster 7,0,71.73
oamelbmh-1,Cluster 7,0,4.86
oameaogb-1,Cluster 7,0,37.05
obmnhacp-1,Cluster 1,0,27.20
ocageada-1,Cluster 9,0,14.69
ocdapgcn-1,Cluster 12,0,9.20
ocdaeoaj-1,Cluster 4,0,14.43
ochplkei-1,Cluster 23,0,47.84
ocdeepbl-1,Cluster 2,0,45.49
ocddbfkj-1,Cluster 10,0,35.81
ocddgkik-1,Unassigned,0,5.42
ocdedknn-1,Cluster 14,0,65.64
ocddejen-1,Cluster 1,0,17.04
ocddkbpj-1,Cluster 1,0,11.17
ocbpmgmn-1,Cluster 12,0,20.34
ocddgkco-1,Cluster 9,0,29.89
ocddahfm-1,Cluster 2,0,44.38
ocbpdnlk-1,Cluster 37,0,25.73
ocbpeodl-1,Cluster 2,0,54.73
ocbpnonh-1,Cluster 8,0,6.43
ocdakeec-1,Cluster 1,0,32.69
ocdakmoa-1,Cluster 8,0,23.55
ocdalked-1,Cluster 4,0,24.26
ocdaobfa-1,Cluster 14,0,11.78
ocdbgplc-1,Cluster 14,0,16.88
ocdcenld-1,Cluster 7,0,30.90
ocdchaff-1,Cluster 1,0,15.49
ocdcdjlj-1,Cluster 17,0,10.69
ocdbjdkd-1,Cluster 3,0,11.26
ocdelelp-1,Cluster 4,0,30.26
ocdeaolj-1,Cluster 2,0,30.71
ocdednhk-1,Cluster 13,0,17.46
ocibicjc-1,Cluster 10,0,13.08
ociaebbb-1,Cluster 2,0,50.04
ociacpjo-1,Cluster 7,0,10.05
ocdaiagj-1,Cluster 5,0,55.39
ochpefpf-1,Cluster 7,0,44.26
ochpmjhj-1,Cluster 10,0,33.27
ochpimak-1,Cluster 8,0,43.49
ocholmne-1,Cluster 9,0,19.48
ochohpeg-1,Cluster 20,0,29.38
ochojifp-1,Cluster 7,0,29.74
ochpinal-1,Cluster 8,0,5.28
ocdcnhmf-1,Cluster 2,0,43.34
ociaepjn-1,Cluster 4,0,9.30
ocicjklp-1,Cluster 23,0,3.84
ocdafmim-1,Cluster 14,0,7.10
ocibgdln-1,Cluster 8,0,39.02
ociccpge-1,Cluster 21,0,12.29
ocdaccdg-1,Cluster 4,0,17.98
ocibnaea-1,Cluster 16,0,10.30
ocdabjif-1,Cluster 4,0,18.17
ociblkkh-1,Cluster 11,0,15.70
ocdagoml-1,Cluster 7,0,40.34
ocdahkhn-1,Cluster 2,0,41.40
ociancmd-1,Cluster 25,0,8.58
ocadeejn-1,Cluster 1,0,31.00
obpomnhb-1,Cluster 8,0,6.97
ocadeogn-1,Cluster 1,0,32.80
ocadidli-1,Cluster 6,0,7.44
ocdcndle-1,Unassigned,0,9.94
ocdcjjpp-1,Cluster 4,0,14.14
ocdcnajn-1,Cluster 14,0,13.09
occobgdm-1,Unassigned,0,5.08
occngejg-1,Unassigned,0,9.22
occogbfn-1,Cluster 24,0,7.98
occocika-1,Cluster 9,0,32.65
ocdbeckn-1,Cluster 10,0,40.35
occngogb-1,Cluster 11,0,38.36
ocdabgbi-1,Cluster 10,0,31.85
ocaamldo-1,Cluster 4,0,44.31
ocacphpe-1,Cluster 7,0,49.33
obpopjhb-1,Cluster 9,0,29.25
obpoibfp-1,Cluster 17,0,13.25
ocadilno-1,Cluster 10,0,14.01
ocaappfa-1,Cluster 9,0,28.16
ocacfekm-1,Cluster 4,0,15.28
ocaaigii-1,Unassigned,0,8.07
ocadflhl-1,Cluster 5,0,30.36
ocadjbac-1,Cluster 6,0,19.09
ocabbflh-1,Cluster 15,0,32.13
ocaegghb-1,Cluster 2,0,30.51
ocafhnal-1,Cluster 7,0,29.43
ocaddnnf-1,Cluster 1,0,12.84
ocadlagf-1,Cluster 2,0,35.93
ocadgaem-1,Cluster 6,0,40.18
ocaepfon-1,Cluster 7,0,30.50
ocdaahka-1,Cluster 2,0,21.22
ocafampn-1,Cluster 1,0,52.42
ocicccgh-1,Cluster 8,0,18.11
ocicnoap-1,Cluster 16,0,7.44
ocadlhdd-1,Cluster 4,0,22.12
ocicadlh-1,Cluster 2,0,34.51
ocicggcg-1,Cluster 5,0,22.56
obnjpalm-1,Cluster 4,0,44.43
obnjcaig-1,Cluster 1,0,11.96
ocabhlpf-1,Cluster 2,0,52.99
ocacfdhg-1,Cluster 8,0,22.87
ocagdnld-1,Cluster 17,0,9.04
ocagcnpm-1,Cluster 2,0,25.85
ocabelnm-1,Cluster 20,0,5.64
ocabbiec-1,Cluster 2,0,12.84
ocacjbic-1,Cluster 1,0,21.97
ocabjmml-1,Cluster 4,0,24.48
ocadbkle-1,Cluster 9,0,21.83
ocicmebe-1,Cluster 2,0,10.93
ocijmnfo-1,Cluster 8,0,41.41
ociagfdl-1,Cluster 7,0,51.17
ocidhhjg-1,Cluster 10,0,34.78
ocgpeaef-1,Cluster 5,0,14.22
ocgoophn-1,Cluster 2,0,35.97
ocijnjmb-1,Cluster 16,0,31.10
ocgpjcio-1,Cluster 2,0,16.77
ochohkna-1,Cluster 2,0,28.19
ochoelca-1,Cluster 11,0,15.86
ocidlibb-1,Cluster 14,0,46.83
ocgpnagb-1,Cluster 2,0,24.68
ochoccjb-1,Cluster 2,0,45.91
ociaiahl-1,Cluster 2,0,20.00
ocgpcfpo-1,Cluster 9,0,24.54
ocideklc-1,Cluster 10,0,40.07
ochmpibl-1,Cluster 13,0,33.45
ochnfmkm-1,Cluster 5,0,61.56
ochngnnf-1,Cluster 7,0,46.35
ocidblme-1,Cluster 9,0,38.37
ochndlpe-1,Cluster 7,0,9.76
ochnmjnd-1,Cluster 7,0,7.05
ochoeflg-1,Cluster 10,0,48.60
ochoejla-1,Cluster 10,0,24.37
ocidahgd-1,Unassigned,0,6.64
ocidfeio-1,Cluster 6,0,14.63
ociejkbo-1,Cluster 5,0,13.03
ocgmbbnm-1,Cluster 11,0,16.36
ocgllbhe-1,Cluster 11,0,4.57
ocijamao-1,Cluster 7,0,52.26
ocijplfi-1,Cluster 9,0,35.94
ocgljkhb-1,Cluster 9,0,37.61
ocglibmc-1,Cluster 9,0,25.06
ociefmfg-1,Cluster 9,0,34.89
ocgmamag-1,Cluster 17,0,5.88
ocijcmln-1,Cluster 8,0,9.46
ocikcjma-1,Cluster 33,0,8.88
ocijabaf-1,Cluster 5,0,59.35
ocijeidm-1,Cluster 1,0,28.69
ocieilcb-1,Cluster 2,0,52.95
ocieebpk-1,Cluster 2,0,8.89
ocieplmb-1,Cluster 1,0,31.93
ociemfnn-1,Cluster 7,0,13.58
ocieokmh-1,Cluster 3,0,4.67
ocgiiomg-1,Cluster 22,0,12.31
ocidmekd-1,Cluster 1,0,33.01
ocieiakj-1,Cluster 15,0,52.15
ociejkal-1,Cluster 1,0,31.30
ocidjlhg-1,Cluster 7,0,27.00
ocidfofl-1,Cluster 23,0,43.24
ociipdak-1,Cluster 2,0,41.26
obpmjcmd-1,Cluster 8,0,20.85
obpnipna-1,Cluster 10,0,28.40
ociioeki-1,Cluster 13,0,9.77
ocadodhe-1,Cluster 5,0,27.11
obpnoeai-1,Cluster 6,0,10.36
obpoecmh-1,Cluster 6,0,34.64
obpocfhc-1,Cluster 21,0,5.56
obpocmae-1,Cluster 8,0,56.49
obpmijdp-1,Cluster 5,0,26.86
ocidbhhf-1,Unassigned,0,6.12
ochneffb-1,Cluster 7,0,29.50
ocidbphc-1,Cluster 1,0,24.49
ochnjinj-1,Cluster 5,0,27.17
obpnfkhl-1,Cluster 10,0,6.74
obpnehjl-1,Cluster 8,0,37.58
ocafmbmb-1,Cluster 2,0,54.83
ocagedgo-1,Cluster 1,0,7.12
obmjpolb-1,Cluster 27,0,9.71
ocihbgbp-1,Cluster 7,0,5.44
obpmofaj-1,Cluster 2,0,11.59
ocihaehj-1,Cluster 2,0,12.95
obpmgaai-1,Cluster 7,0,64.99
obpnmhjm-1,Cluster 26,0,9.00
ocadkgkj-1,Cluster 20,0,23.12
ocihopok-1,Cluster 8,0,24.68
ocihnfbp-1,Cluster 2,0,11.90
ocgiaian-1,Cluster 2,0,4.99
ociigcoe-1,Cluster 8,0,16.59
ociiajam-1,Cluster 1,0,14.71
ocihmleh-1,Cluster 1,0,18.52
ocgimbgb-1,Cluster 2,0,45.12
ocihhdnm-1,Cluster 10,0,22.87
ociijidb-1,Cluster 20,0,33.70
ocihgike-1,Cluster 9,0,26.88
ociijjde-1,Cluster 10,0,13.15
ociihong-1,Cluster 8,0,14.70
ocihkofb-1,Cluster 2,0,38.19
ocghpjec-1,Cluster 27,0,63.23
obmngijk-1,Cluster 8,0,40.09
ocigjejm-1,Cluster 7,0,39.55
ocihelng-1,Cluster 8,0,10.41
ocihdngp-1,Cluster 1,0,32.72
ocigpfpo-1,Cluster 2,0,52.38
ocigopen-1,Cluster 6,0,30.75
ocigjbhd-1,Cluster 2,0,15.85
ocgigoek-1,Cluster 4,0,5.69
ocihccdd-1,Cluster 2,0,42.72
ociingoh-1,Cluster 1,0,10.37
obmlfhbe-1,Cluster 9,0,43.17
obpdekfk-1,Cluster 13,0,31.40
obnjmlem-1,Cluster 4,0,33.36
oboedpaf-1,Unassigned,0,7.75
obpamaid-1,Cluster 8,0,15.63
oboepknm-1,Cluster 10,0,20.57
oboehaml-1,Cluster 9,0,32.58
oboendij-1,Cluster 15,0,19.55
obobbjjl-1,Cluster 15,0,29.86
obobkgbg-1,Cluster 6,0,17.12
obnjhnpa-1,Cluster 17,0,10.76
oboboglb-1,Cluster 13,0,28.25
ocackcef-1,Cluster 6,0,14.87
ocacfldp-1,Cluster 9,0,22.12
obobkolc-1,Cluster 12,0,31.67
obobligc-1,Cluster 2,0,36.99
obpcinnd-1,Cluster 10,0,18.40
obokijid-1,Cluster 4,0,48.23
obpcnlcc-1,Cluster 4,0,25.70
oboebijd-1,Cluster 17,0,15.57
obodlhmn-1,Cluster 9,0,35.06
obodokan-1,Cluster 9,0,31.70
obodoakm-1,Cluster 4,0,9.20
obpddopo-1,Cluster 11,0,4.89
obodiodp-1,Cluster 15,0,54.32
obodinmj-1,Cluster 4,0,25.83
obodmaen-1,Cluster 2,0,12.78
obpdmbgh-1,Cluster 2,0,20.97
obpaojjj-1,Cluster 5,0,35.57
obpakdmg-1,Unassigned,0,9.40
obnjhfob-1,Cluster 14,0,45.17
obpbapdj-1,Cluster 8,0,10.02
obnkdchj-1,Cluster 10,0,40.25
obnkdocj-1,Cluster 5,0,56.16
obnkaoga-1,Cluster 13,0,33.35
obmlimjp-1,Cluster 5,0,21.99
obnkbkhf-1,Cluster 7,0,27.00
obnkdbfi-1,Cluster 2,0,50.53
obnjdcbc-1,Cluster 2,0,51.18
obmkkoil-1,Cluster 1,0,23.04
obpdfbnd-1,Cluster 30,0,11.94
obpdikfb-1,Cluster 8,0,16.93
obpdigmn-1,Unassigned,0,5.50
obpbdnaa-1,Cluster 12,0,46.33
obpbebbg-1,Cluster 13,0,26.71
obopnhca-1,Cluster 15,0,21.25
obpdmpfc-1,Cluster 2,0,7.69
obopneke-1,Cluster 14,0,20.29
obpagcpe-1,Cluster 4,0,36.51
obopnopi-1,Cluster 2,0,40.31
obophflo-1,Cluster 2,0,19.79
oamcmadi-1,Cluster 6,0,15.31
oamofedp-1,Cluster 7,0,62.22
oamoikdd-1,Cluster 7,0,32.72
oakiglii-1,Cluster 7,0,39.54
oamoocoe-1,Cluster 7,0,56.31
oampajod-1,Cluster 7,0,48.95
oampgpnb-1,Cluster 7,0,48.50
oamongnp-1,Cluster 7,0,16.82
oampalnn-1,Cluster 7,0,46.85
oamplcga-1,Cluster 7,0,47.57
oamojbhd-1,Cluster 7,0,47.81
obolelll-1,Cluster 7,0,18.40
obomindf-1,Cluster 1,0,27.45
obolaoei-1,Cluster 7,0,10.69
oamcljpo-1,Unassigned,0,5.93
oamdklhc-1,Cluster 7,0,28.36
oakglabf-1,Cluster 7,0,62.88
oamcinac-1,Cluster 7,0,13.24
oamcefpa-1,Cluster 7,0,29.54
oamdoibm-1,Cluster 7,0,20.31
oakhkcna-1,Cluster 7,0,27.39
oakijmoc-1,Cluster 7,0,5.14
oamoekhk-1,Cluster 7,0,21.61
oamoamhp-1,Cluster 7,0,10.51
oakhmcfm-1,Cluster 7,0,64.10
oalikdni-1,Cluster 14,0,15.91
oaklingk-1,Cluster 4,0,29.78
oaljejba-1,Cluster 15,0,28.96
oaljpepm-1,Cluster 8,0,17.21
oaljpkgj-1,Cluster 8,0,36.28
oaljlikf-1,Cluster 4,0,6.09
oalioegf-1,Cluster 10,0,11.68
obpccbpn-1,Cluster 4,0,56.44
obpbpmlf-1,Cluster 9,0,32.54
obpchdfe-1,Cluster 14,0,19.89
obpcdick-1,Cluster 13,0,32.37
oalilaij-1,Unassigned,0,6.00
obpbbhbm-1,Cluster 2,0,17.76
oallamib-1,Cluster 8,0,14.57
oamcpemh-1,Cluster 7,0,43.93
oamcplka-1,Cluster 7,0,10.75
oamcnaag-1,Cluster 7,0,61.22
oakmkdfl-1,Cluster 8,0,34.67
oaklfike-1,Unassigned,0,3.91
oakigafe-1,Cluster 7,0,7.49
oalkncgp-1,Cluster 26,0,8.19
oalkkggo-1,Cluster 14,0,24.51
oakljbfc-1,Unassigned,0,4.97
oakmbbdf-1,Cluster 1,0,10.23
oboncppd-1,Cluster 4,0,25.22
obpicmfg-1,Unassigned,0,3.93
obpdjdkc-1,Cluster 2,0,36.98
obpdkjle-1,Cluster 2,0,35.47
obpdjjcf-1,Cluster 4,0,35.87
obpidjja-1,Cluster 5,0,57.47
obpigfch-1,Cluster 7,0,34.41
obpdjfap-1,Unassigned,0,9.40
obmmbocg-1,Cluster 2,0,49.67
obmkjgle-1,Cluster 2,0,56.01
obmlpien-1,Cluster 11,0,5.75
obmkfiae-1,Cluster 1,0,39.36
obmkiccb-1,Cluster 2,0,43.04
obmllpcc-1,Cluster 2,0,32.46
obmldfkh-1,Cluster 7,0,43.59
oboodikh-1,Cluster 2,0,27.71
oboodmmj-1,Cluster 10,0,19.40
oboockbk-1,Cluster 7,0,19.92
obpeclbi-1,Cluster 2,0,9.97
obpefaoc-1,Cluster 2,0,57.20
obpeebkm-1,Cluster 2,0,19.93
obpedjig-1,Cluster 7,0,73.06
obpicieg-1,Cluster 10,0,17.43
obpeapkk-1,Cluster 31,0,4.27
obpdkemd-1,Cluster 10,0,6.24
obpebcmp-1,Cluster 20,0,6.50
obmpebah-1,Cluster 23,0,44.38
obmplblo-1,Cluster 7,0,14.77
obmokfhj-1,Cluster 12,0,41.38
obmoimhg-1,Cluster 16,0,7.84
obmokadm-1,Cluster 5,0,38.58
obmoefmp-1,Cluster 11,0,21.79
obmnccnf-1,Cluster 1,0,28.69
obmnmlei-1,Cluster 8,0,10.92
obmmehom-1,Cluster 2,0,51.78
obmobbnh-1,Cluster 1,0,25.63
obmoiejf-1,Cluster 17,0,6.09
obmpjfll-1,Cluster 2,0,33.35
obmpecif-1,Cluster 12,0,16.20
obpicdkb-1,Cluster 2,0,28.19
obpiaiml-1,Cluster 5,0,8.13
obphpedb-1,Cluster 8,0,55.51
obpklamc-1,Cluster 16,0,9.01
obplebeb-1,Cluster 5,0,59.35
obpiifab-1,Cluster 15,0,21.23
obpidaha-1,Cluster 8,0,41.07
obpijfee-1,Cluster 25,0,32.87
obpimfim-1,Cluster 9,0,31.94
obpinmoc-1,Cluster 13,0,20.22
obmojloa-1,Cluster 2,0,35.58
obphhcbb-1,Cluster 2,0,33.04
oboooloi-1,Cluster 11,0,25.39
oalkajce-1,Cluster 20,0,5.68
obpgmkmd-1,Cluster 2,0,38.40
obopednm-1,Cluster 7,0,33.32
obooiapf-1,Cluster 7,0,31.69
oboojiaj-1,Cluster 14,0,32.29
obphdonf-1,Cluster 2,0,48.12
obonilpe-1,Cluster 4,0,18.11
obonblmo-1,Cluster 2,0,15.60
obonhkbo-1,Cluster 11,0,16.63
obonncei-1,Cluster 11,0,19.34
obomplkc-1,Cluster 8,0,38.66
obooceio-1,Cluster 5,0,15.85
oalkhnma-1,Cluster 4,0,31.74
oalnfjoc-1,Cluster 10,0,39.15
oalnlbhn-1,Cluster 2,0,30.71
oalnfoec-1,Cluster 2,0,17.24
oalnlmij-1,Cluster 2,0,45.30
oalifmmm-1,Cluster 17,0,6.60
oaljjcjn-1,Cluster 8,0,30.13
oalighgb-1,Cluster 13,0,20.05
oalndnhh-1,Cluster 8,0,49.79
oalmnlee-1,Cluster 8,0,31.30
oboopbfp-1,Cluster 4,0,14.62
obpeojam-1,Cluster 5,0,22.81
obpgkfnb-1,Cluster 13,0,8.45
obpfbfnc-1,Cluster 2,0,34.87
obpgenhc-1,Cluster 9,0,13.80
obpgdcai-1,Unassigned,0,6.48
obpgfgkg-1,Cluster 13,0,7.62
obpfhffj-1,Cluster 1,0,52.77
obpemked-1,Cluster 2,0,55.42
obpfedff-1,Unassigned,0,7.25
obphaeib-1,Cluster 7,0,17.25
obphdkje-1,Cluster 9,0,24.05
obphfhdg-1,Cluster 4,0,8.11
obphhelf-1,Cluster 20,0,17.53
oalongll-1,Cluster 4,0,22.81
oalnphlk-1,Unassigned,0,6.68
oaloaiil-1,Cluster 5,0,9.06
oalokpkl-1,Cluster 12,0,50.06
oalogjpm-1,Cluster 2,0,25.14
oalondkd-1,Unassigned,0,6.24
oalnnjeh-1,Cluster 1,0,33.62
oalomima-1,Cluster 5,0,33.38
obpfbcdh-1,Cluster 4,0,16.31
obpgojab-1,Cluster 13,0,12.18
obpgdckk-1,Cluster 9,0,5.90
oakdncoa-1,Cluster 7,0,76.40
oaijkkij-1,Cluster 7,0,7.59
oammhjmd-1,Cluster 17,0,7.52
oaihmcaj-1,Cluster 7,0,15.03
oaiipmgd-1,Cluster 7,0,25.75
oahmpomf-1,Cluster 6,0,10.03
oaodhkne-1,Cluster 10,0,29.63
oaodfhok-1,Cluster 9,0,17.81
oaiidelk-1,Cluster 2,0,16.75
oahodplm-1,Cluster 8,0,13.82
oahnbjlg-1,Cluster 8,0,28.11
oaodgpbn-1,Cluster 8,0,26.11
oamncngl-1,Unassigned,0,7.64
oamlmohp-1,Cluster 17,0,19.92
oamkmjka-1,Cluster 2,0,26.38
oamnhkhg-1,Cluster 4,0,6.93
oamncmho-1,Unassigned,0,5.80
oamkldmj-1,Cluster 10,0,28.87
oahmbhpd-1,Cluster 7,0,22.04
oahnkkmo-1,Cluster 7,0,21.22
oahmijpl-1,Cluster 7,0,7.12
oahmcojd-1,Cluster 7,0,34.16
oaiibmna-1,Cluster 7,0,49.43
oahnnnih-1,Cluster 5,0,10.72
oahokdig-1,Cluster 7,0,66.52
oahoenpp-1,Cluster 10,0,12.53
oahoioji-1,Cluster 8,0,18.02
oahoegag-1,Unassigned,0,5.37
oahnanpg-1,Cluster 7,0,42.66
oahmpema-1,Cluster 7,0,28.83
oanpjfhl-1,Unassigned,0,13.88
oanplfme-1,Cluster 7,0,10.74
oanpahpc-1,Cluster 1,0,15.35
oanpliaj-1,Cluster 4,0,17.89
oammfojh-1,Cluster 10,0,19.99
oanpehkd-1,Cluster 30,0,15.17
oanpghkb-1,Cluster 4,0,9.23
oammdhbp-1,Cluster 5,0,92.97
oamlocln-1,Cluster 1,0,32.18
oamjgfcm-1,Cluster 7,0,32.75
oamjckfe-1,Cluster 7,0,13.17
